NUMERO_ORDEN,FECHA_CORTE,FECHA_REGISTRO,ANO_EJEC,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,COMISIONADO,CENTRO_COSTO,FECHA_INICIO_COMISION,FECHA_FIN_COMISION,FECHA_RENDICION_VIATICOS,FF_PVI,TIPO_RUTA,MONTO_TOTAL_VIATICO_PVI,MONTO_PASAJE,GASTO_ALIMENTACION,GASTO_HOSPEDAJE,GASTO_MOVILIDAD
N_290,20230731,20190821,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190821,20190823,20190910,9,A,666.67,1058.97,70,150,192
N_291,20230731,20190813,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190812,20190814,20190910,9,A,666.67,1017.18,46,190,184
N_292,20230731,20190723,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190724,20190725,20190820,9,A,373.33,885.78,44,0,96
N_293,20230731,20190723,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190727,20190729,20190826,9,A,693.33,1082.64,326,327,50
N_294,20230731,20190801,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190801,20190802,20190820,9,A,640,1174.44,158.9,290,192
N_295,20230731,20190710,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190709,20190710,20190828,9,A,346.67,820.42,20,190,96
N_296,20230731,20191115,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191114,20191115,20191202,9,A,360,1510.53,210.7,0,96
N_297,20230731,20191122,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191121,20191122,20191202,9,A,373.33,1540.02,0,170,96
N_298,20230731,20191128,2019,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191128,20191130,20191218,9,A,960,1098.04,611,260,89
N_299,20230731,20191206,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191206,20191207,20191218,9,A,640,1405.43,192.5,220,192
N_300,20230731,20200131,2020,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20200129,20200130,20200211,0,A,640,1617.92,790,0,0
N_301,20230731,20200116,2020,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20200116,20200117,20200205,0,A,346.67,1418.68,193,0,96
N_302,20230731,20191212,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191211,20191212,20191230,9,A,640,1629.71,0,949.53,0
N_303,20230731,20191029,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191024,20191026,20191121,9,A,640,1917.06,0,500,140
N_304,20230731,20191029,2019,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191028,20191029,20191121,9,T,640,0,119,480,41
N_305,20230731,20191029,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191029,20191030,20191121,9,A,320,1746.16,15,190,96
N_306,20230731,20191107,2019,TUMBES,TUMBES,TUMBES,240101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191107,20191107,20191121,9,T,320,0,0,0,96
N_307,20230731,20191004,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191003,20191004,20191023,9,A,640,1875.41,145,214,192
N_308,20230731,20191018,2019,CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20191020,20191023,20191107,9,T,1280,0,329,184,384
N_309,20230731,20190520,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190519,20190520,20190528,0,A,346.67,1179.96,144.5,190,20
N_310,20230731,20190507,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190508,20190509,20190612,0,A,3693.6,8511.8,147.26,71.58,340.26
N_311,20230731,20190430,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190502,20190503,20190522,0,A,346.67,731.39,0,239.9,96
N_312,20230731,20190426,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190424,20190425,20190516,0,A,360,732,0,269.9,96
N_313,20230731,20190416,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190416,20190417,20190522,0,A,360,1285,0,189.9,96
N_314,20230731,20190531,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190528,20190530,20190610,0,A,640,769.34,225.4,479.8,0
N_315,20230731,20190604,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190604,20190604,20190617,0,A,320,1089.36,111.8,0,96
N_316,20230731,20190524,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190521,20190524,20190610,0,A,986.67,2130.16,132.5,532,288
N_317,20230731,20190403,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190403,20190404,20190429,0,A,333.33,881,0,345,0
N_318,20230731,20190402,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190326,20190328,20190408,0,A,653.33,1013,464,170,20
N_319,20230731,20190213,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190213,20190215,20190304,0,A,666.67,1669,0,150.33,192
N_320,20230731,20190206,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190203,20190205,20190212,0,A,666.67,1078.5,224,400,0
N_321,20230731,20190220,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190220,20190222,20190304,0,A,680,1034,117,629.8,0
N_322,20230731,20190314,2019,LIMA,LIMA,LIMA,150101,0x2F2A67D1A5FF55E5A25D37CD4E9DBE84,GOBERNACION REGIONAL,20190314,20190315,20190415,0,A,360,829,0,0,96
N_323,20230731,20190221,2019,LIMA,LIMA,LIMA,150101,0x2F92734041F3B703F7C860E6C76FC073,SUB GERENCIA REGIONAL DE BIENES REGIONALES Y ORDENAMIENTO TERRITORIAL,20190220,20190222,20190224,0,A,640,663,148,300,192
N_324,20230731,20190207,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,0x2F92734041F3B703F7C860E6C76FC073,SUB GERENCIA REGIONAL DE BIENES REGIONALES Y ORDENAMIENTO TERRITORIAL,20190207,20190208,20190219,0,T,320,50,84,140,144
N_325,20230731,20190327,2019,LIMA,LIMA,LIMA,150101,0x2F92734041F3B703F7C860E6C76FC073,SUB GERENCIA REGIONAL DE BIENES REGIONALES Y ORDENAMIENTO TERRITORIAL,20190322,20190322,20190506,0,A,320,668,74,150,96
N_326,20230731,20190628,2019,LIMA,LIMA,LIMA,150101,0x2F92734041F3B703F7C860E6C76FC073,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20190630,20190703,20190805,0,A,1280,0,396,500,384
N_327,20230731,20190816,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,0x2F92734041F3B703F7C860E6C76FC073,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20190926,20190927,20191022,18,T,640,50,0,0,0
N_328,20230731,20190920,2019,LIMA,LIMA,LIMA,150101,0x2F92734041F3B703F7C860E6C76FC073,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20190919,20190920,20191203,18,A,360,1114.29,174,90,96
N_329,20230731,20190903,2019,TUMBES,TUMBES,TUMBES,240101,0x2F92734041F3B703F7C860E6C76FC073,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20190913,20190914,20191203,18,T,640,50,99,202.5,96
N_330,20230731,20190903,2019,LIMA,LIMA,LIMA,150101,0x2F92734041F3B703F7C860E6C76FC073,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20190905,20190906,20191113,18,A,320,825.54,134,90,96
N_331,20230731,20221017,2022,LIMA,LIMA,LIMA,150101,0x2FBBAD2C136C7E193FEBEB86CB388221,SECRETARIO GENERAL DE LA PRESIDENCIA REGIONAL,20221015,20221019,20221118,0,A,1280,2100,642.89,300,338
N_332,20230731,20230602,2023,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x316273C26B94583DC11A9B4123070CA8,ALDEA SAN MIGUEL PIURA,20230606,20230607,20230620,0,T,320,170,121,120,79
N_333,20230731,20230323,2023,SAN MARTIN,RIOJA,RIOJA,220801,0x316273C26B94583DC11A9B4123070CA8,ALDEA SAN MIGUEL PIURA,20230329,20230331,20230412,0,T,640,210,0,0,0
N_334,20230731,20210820,2021,LIMA,LIMA,LIMA,150101,0x316273C26B94583DC11A9B4123070CA8,ALDEA SAN MIGUEL PIURA,20210825,20210825,20210917,0,A,26.67,980,13,0,0
N_335,20230731,20210820,2021,LIMA,LIMA,LIMA,150101,0x316273C26B94583DC11A9B4123070CA8,ALDEA SAN MIGUEL PIURA,20210825,20210826,20210917,0,A,640,1650,140.8,140,192
N_336,20230731,20220711,2022,SAN MARTIN,RIOJA,RIOJA,220801,0x316273C26B94583DC11A9B4123070CA8,ALDEA SAN MIGUEL PIURA,20220720,20220722,20220803,0,T,640,300,316,100,409
N_337,20230731,20220922,2022,PIURA,HUANCABAMBA,HUARMACA,200304,0x316273C26B94583DC11A9B4123070CA8,ALDEA SAN MIGUEL PIURA,20220919,20220920,20221017,0,T,200,0,99,100,0
N_338,20230731,20191212,2019,LIMA,LIMA,MIRAFLORES,150122,0x316273C26B94583DC11A9B4123070CA8,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20191216,20191217,20191231,18,T,640,300,298.8,150,192
N_339,20230731,20220809,2022,LIMA,LIMA,LIMA,150101,0x318EAB04286AD2F7F9E5AD3CDCC4924B,OFICINA DE ABASTECIMIENTOS  SERVICIOS AUXILIARES Y CONTROL PATRIMONIAL,20220810,20220813,20220831,0,T,653.33,300,241.9,265,186.43
N_340,20230731,20220802,2022,CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,0x31AE829AB8ED768F3A0B174B017D7A42,OFICINA REGIONAL DE ADMINISTRACION,20220809,20220814,20220825,0,T,1920,200,478.5,1035,406.5
N_341,20230731,20221205,2022,PIURA,TALARA,MANCORA,200706,0x31AE829AB8ED768F3A0B174B017D7A42,OFICINA REGIONAL DE ADMINISTRACION,20221207,20221210,20221212,0,T,480,30,199.5,200,80
N_342,20230731,20191217,2019,LIMA,LIMA,LIMA,150101,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,GERENCIA REGIONAL DE DESARROLLO SOCIAL,20191211,20191213,20200123,9,A,640,1132.99,192,200,192
N_343,20230731,20191209,2019,PIURA,AYABACA,AYABACA,200201,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,GERENCIA REGIONAL DE DESARROLLO SOCIAL,20191204,20191207,20191230,9,T,259.98,0,180,120,0
N_344,20230731,20191113,2019,PIURA,HUANCABAMBA,HUARMACA,200304,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,SISTEMA REGIONAL DE PRIMERA INFANCIA,20191113,20191116,20191128,9,T,346.64,0,260,40,0
N_345,20230731,20191113,2019,PIURA,AYABACA,MONTERO,200205,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,SISTEMA REGIONAL DE PRIMERA INFANCIA,20191113,20191116,20191128,9,T,346.64,0,260,40,0
N_346,20230731,20190903,2019,LIMA,LIMA,LIMA,150101,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,SISTEMA REGIONAL DE PRIMERA INFANCIA,20190902,20190903,20191107,18,A,640,930,0,0,0
N_347,20230731,20190913,2019,TUMBES,TUMBES,TUMBES,240101,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,GERENCIA REGIONAL DE DESARROLLO SOCIAL,20190913,20190914,20191003,9,T,640,0,256,200,184
N_348,20230731,20190628,2019,LIMA,LIMA,LIMA,150101,0x34CEDA6CF3D6FA947AFD40696EEBA1B7,SISTEMA REGIONAL DE PRIMERA INFANCIA,20190626,20190628,20190809,18,A,640,830,256,200,184
N_349,20230731,20230704,2023,CUSCO,CUSCO,CUSCO,80101,0x3676F92C59F8990F1FE278FC37D5A5E8,SECRETARIA DE CONSEJO REGIONAL,20230706,20230709,20230809,0,A,1280,1690,0,600,384
N_350,20230731,20190906,2019,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x36C5D6296C53F378FBE4498D552A2607,OFICINA REGIONAL DE SEGURIDAD Y DEFENSA NACIONAL,20190910,20190912,20190930,0,T,960,100,372,200,341
N_351,20230731,20230518,2023,LIMA,LIMA,LIMA,150101,0x3814BA58BF550B0411BA5A58127C23E8,SUB GERENCIA REGIONAL DE GESTION AMBIENTAL,20230527,20230531,20230606,0,T,1280,300,329.3,0,384
N_352,20230731,20221025,2022,LIMA,LIMA,LIMA,150101,0x3814BA58BF550B0411BA5A58127C23E8,OFICINA DE RECURSOS HUMANOS,20221106,20221111,20221121,0,T,1600,300,446.7,0,480
N_353,20230731,20220425,2022,LIMA,LIMA,LIMA,150101,0x384961B30BCB38663FDEFC9D18AC696F,OFICINA DE RECURSOS HUMANOS,20220419,20220423,20220518,0,T,1280,260,537.4,330,384
N_354,20230731,20190412,2019,LIMA,LIMA,JESUS MARIA,150113,0x384961B30BCB38663FDEFC9D18AC696F,OFICINA DE RECURSOS HUMANOS,20190421,20190422,20190517,0,T,320,300,114,110,96
N_355,20230731,20220804,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x386552DBFB94CAC9503E9E244153558F,CENTRO REGIONAL DE PLANEAMIENTO ESTRATEGICO,20220808,20220810,20220908,0,T,300,0,150,150,0
N_356,20230731,20220531,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x386552DBFB94CAC9503E9E244153558F,CENTRO REGIONAL DE PLANEAMIENTO ESTRATEGICO,20220531,20220602,20220616,0,T,640,100,208,260,272
N_357,20230731,20221201,2022,CUSCO,CUSCO,CUSCO,80101,0x386552DBFB94CAC9503E9E244153558F,CENTRO REGIONAL DE PLANEAMIENTO ESTRATEGICO,20221205,20221209,20221230,0,A,1600,2000,637,480,480
N_358,20230731,20230228,2023,PIURA,AYABACA,AYABACA,200201,0x38809FE2AD618C0D798512A3FF237B7A,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDE,20230228,20230301,20230320,0,T,200,0,100,50,0
N_359,20230731,20190514,2019,PIURA,AYABACA,AYABACA,200201,0x38809FE2AD618C0D798512A3FF237B7A,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDE,20190523,20190524,20190531,0,T,200,0,120,40,0
N_360,20230731,20190404,2019,PIURA,AYABACA,MONTERO,200205,0x38809FE2AD618C0D798512A3FF237B7A,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDE,20190411,20190412,20190423,0,T,200,0,120,40,0
N_361,20230731,20191018,2019,PIURA,HUANCABAMBA,HUARMACA,200304,0x38809FE2AD618C0D798512A3FF237B7A,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDE,20191024,20191025,20191106,9,T,200,0,120,40,0
N_362,20230731,20191113,2019,PIURA,HUANCABAMBA,HUARMACA,200304,0x3883787749EB5F07A630854CC6B79520,OFICINA DE RECAUDACION,20191113,20191116,20191125,0,T,346.64,0,180,120,0
N_363,20230731,20191113,2019,PIURA,AYABACA,MONTERO,200205,0x3883787749EB5F07A630854CC6B79520,OFICINA DE RECAUDACION,20191113,20191116,20191125,0,T,346.64,0,180,120,0
N_364,20230731,20191206,2019,PIURA,AYABACA,AYABACA,200201,0x3883787749EB5F07A630854CC6B79520,OFICINA DE RECAUDACION,20191204,20191207,20191229,0,T,319.98,0,180,120,0
N_365,20230731,20190416,2019,LIMA,LIMA,LIMA,150101,0x3883787749EB5F07A630854CC6B79520,OFICINA DE RECAUDACION,20190421,20190422,20190508,0,T,320,300,104,120,396.99
N_366,20230731,20210920,2021,PIURA,AYABACA,AYABACA,200201,0x3883787749EB5F07A630854CC6B79520,OFICINA DE RECAUDACION,20210921,20210921,20230426,18,T,60,0,0,0,0
N_367,20230731,20230321,2023,LIMA,LIMA,LIMA,150101,0x3AD6DBC877045C28E61CF7D54838055E,OFICINA DE TESORERIA,20230321,20230324,20230331,0,T,960,360,418.7,245,288
N_368,20230731,20190613,2019,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x3AD6DBC877045C28E61CF7D54838055E,OFICINA DE TESORERIA,20190613,20190614,20190618,0,T,320,100,190.7,0,96
N_369,20230731,20190827,2019,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,0x3B5893218A53D2AF4D28986A50A408C5,SUB GERENCIA REGIONAL DE GESTION DE RECURSOS NATURALES,20190825,20190828,20191003,0,T,400,0,240,160,0
N_370,20230731,20190806,2019,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x3B5893218A53D2AF4D28986A50A408C5,SUB GERENCIA REGIONAL DE GESTION DE RECURSOS NATURALES,20190807,20190809,20190906,0,T,300,0,180,120,0
N_371,20230731,20221221,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x3B5893218A53D2AF4D28986A50A408C5,SUB GERENCIA REGIONAL DE GESTION DE RECURSOS NATURALES,20221221,20221223,20230112,0,T,300,0,135,150,0
N_372,20230731,20221201,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x3B5893218A53D2AF4D28986A50A408C5,SUB GERENCIA REGIONAL DE GESTION DE RECURSOS NATURALES,20221205,20221207,20221227,0,T,300,0,150,150,0
N_373,20230731,20221110,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x3B5893218A53D2AF4D28986A50A408C5,SUB GERENCIA REGIONAL DE GESTION DE RECURSOS NATURALES,20221110,20221111,20221124,0,T,200,0,100,100,0
N_374,20230731,20190722,2019,LIMA,LIMA,LIMA,150101,0x3B79FD9C02FC97597D594CBEB7E61181,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20190721,20190724,20190814,9,T,960,300,271.6,190,284.01
N_375,20230731,20190816,2019,PIURA,AYABACA,AYABACA,200201,0x3B79FD9C02FC97597D594CBEB7E61181,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20190815,20190816,20190930,9,T,200,50,80,60,0
N_376,20230731,20191113,2019,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,0x3BFFAD3F9217CFFEFB2F90EA5E1D2987,OFICINA DE CONTROL PATRIMONIAL,20191121,20191122,20191206,9,T,160,0,120,40,0
N_377,20230731,20211004,2021,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,0x3BFFAD3F9217CFFEFB2F90EA5E1D2987,OFICINA DE CONTROL PATRIMONIAL,20211014,20211015,20211022,0,T,200,0,120,40,0
N_378,20230731,20201202,2020,PIURA,HUANCABAMBA,HUARMACA,200304,0x3BFFAD3F9217CFFEFB2F90EA5E1D2987,OFICINA DE CONTROL PATRIMONIAL,20201203,20201204,20201206,0,T,160,0,120,40,0
N_379,20230731,20220818,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x3BFFAD3F9217CFFEFB2F90EA5E1D2987,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDE,20220825,20220826,20220907,0,T,200,0,85,50,0
N_380,20230731,20220805,2022,LIMA,LIMA,LIMA,150101,0x3C3939906D0E8B3E54D7E64B68FCEB3D,OFICINA DE RECURSOS HUMANOS,20220807,20220809,20220906,0,T,640,300,79.8,90,192
N_381,20230731,20230622,2023,LIMA,LIMA,LIMA,150101,0x3C3939906D0E8B3E54D7E64B68FCEB3D,OFICINA DE RECURSOS HUMANOS,20230621,20230622,20230719,0,T,346.67,300,50,100,104
N_382,20230731,20190405,2019,LIMA,LIMA,LIMA,150101,0x3C3939906D0E8B3E54D7E64B68FCEB3D,OFICINA DE ABASTECIMIENTOS  SERVICIOS AUXILIARES Y CONTROL PATRIMONIAL,20190408,20190410,20190411,0,T,640,300,288,200,192
N_383,20230731,20190301,2019,LIMA,LIMA,LIMA,150101,0x3C6FDF80B698658AB5AC06E518678EA8,OFICINA DE TESORERIA,20190303,20190306,20190325,0,T,960,310,475.8,300,497
N_384,20230731,20191217,2019,ANCASH,SANTA,CHIMBOTE,21801,0x3C6FDF80B698658AB5AC06E518678EA8,OFICINA DE TESORERIA,20191208,20191210,20191227,0,T,640,100,449,0,192
N_385,20230731,20221207,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x3C6FDF80B698658AB5AC06E518678EA8,OFICINA DE TESORERIA,20221212,20221214,20221229,0,T,360,80,150,190,100
N_386,20230731,20200220,2020,LIMA,LIMA,LIMA,150101,0x3C6FDF80B698658AB5AC06E518678EA8,OFICINA DE TESORERIA,20200226,20200228,20200309,0,T,653.33,300,252.9,220,192
N_387,20230731,20211111,2021,PIURA,HUANCABAMBA,SONDORILLO,200308,0x3C6FDF80B698658AB5AC06E518678EA8,OFICINA DE TESORERIA,20211123,20211126,20211207,0,T,480,140,220,160,100
N_388,20230731,20211111,2021,PIURA,AYABACA,JILILI,200203,0x3C6FDF80B698658AB5AC06E518678EA8,OFICINA DE TESORERIA,20211123,20211126,20211207,0,T,480,140,220,160,100
N_389,20230731,20230126,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230125,20230127,20230208,0,A,760,2366.58,386.5,450,0
N_390,20230731,20230210,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230209,20230211,20230217,0,A,760,2066.38,0,300,228
N_391,20230731,20230203,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230203,20230203,20230203,0,A,380,2124.45,88,228,64
N_392,20230731,20230622,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230621,20230622,20230713,0,A,760,1476.99,346,130,0
N_393,20230731,20230607,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230529,20230530,20230713,0,A,380,1150.13,100,180.01,0
N_394,20230731,20230614,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230612,20230613,20230713,0,A,427.5,1747.82,255,150,0
N_395,20230731,20230725,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230626,20230628,20230810,0,A,823.33,1525.41,346.69,430,0
N_396,20230731,20230725,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230719,20230721,20230810,0,A,760,2087.04,289.2,360,0
N_397,20230731,20230321,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230319,20230320,20230411,0,A,395.83,1865.27,0,240,118
N_398,20230731,20230310,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230227,20230227,20230417,0,A,380,2201.36,0,0,114
N_399,20230731,20230310,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230309,20230309,20230417,0,A,380,1632.05,0,0,114
N_400,20230731,20230503,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230503,20230505,20230529,0,A,775.83,1442.49,334.4,422.4,20
N_401,20230731,20230424,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230424,20230426,20230508,0,A,775.83,1160.36,216,120,232.74
N_402,20230731,20230424,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230412,20230414,20230508,0,A,807.5,1540.22,115.5,300,242
N_403,20230731,20230529,2023,LIMA,LIMA,LIMA,150101,0x3C84E0E74C9DCB25B2C5FF33F0D1F05D,GOBERNACION REGIONAL,20230510,20230512,20230713,0,A,760,1296.64,0,422.4,0
N_404,20230731,20230516,2023,LIMA,LIMA,LIMA,150101,0x3CBA2B0DFF42099A63BCB37210A8F7BD,DIRECCION REGIONAL DE ENERGIA Y MINAS,20230523,20230526,20230605,0,A,1280,1000,520.8,480,279.2
N_405,20230731,20230328,2023,LIMA,LIMA,LIMA,150101,0x3CBA2B0DFF42099A63BCB37210A8F7BD,DIRECCION REGIONAL DE ENERGIA Y MINAS,20230328,20230330,20230419,0,A,960,0,453,320,187
N_406,20230731,20190710,2019,LIMA,LIMA,MIRAFLORES,150122,0x3DD69B1715DE07CBE7D4C67B7CEC67E9,OFICINA REGIONAL DE SEGURIDAD Y DEFENSA NACIONAL,20190716,20190717,20190801,0,A,640,680,298,150,192
N_407,20230731,20190219,2019,LIMA,LIMA,LIMA,150101,0x3DD69B1715DE07CBE7D4C67B7CEC67E9,OFICINA REGIONAL DE SEGURIDAD Y DEFENSA NACIONAL,20190220,20190222,20190311,0,A,640,940,248,240,152
N_408,20230731,20190514,2019,LIMA,LIMA,JESUS MARIA,150113,0x3E0C60431ACE538408A7F5B65EC56634,DIRECCION REGIONAL DE TRABAJO PIURA,20190522,20190524,20190612,0,T,640,300,253.5,198,188.5
N_409,20230731,20190502,2019,LIMA,LIMA,LIMA,150101,0x3EE67DAE44499447CCF36BC9177CF5A8,SUB GERENCIA REGIONAL DE PRESUPUESTO  CREDITO Y TRIBUTACION,20190501,20190503,20190523,0,A,640,712,186,260,192
