NUMERO_ORDEN,FECHA_CORTE,FECHA_REGISTRO,ANO_EJEC,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,COMISIONADO,CENTRO_COSTO,FECHA_INICIO_COMISION,FECHA_FIN_COMISION,FECHA_RENDICION_VIATICOS,FF_PVI,TIPO_RUTA,MONTO_TOTAL_VIATICO_PVI,MONTO_PASAJE,GASTO_ALIMENTACION,GASTO_HOSPEDAJE,GASTO_MOVILIDAD
N_1,20230731,20190517,2019,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20190516,20190517,20190530,18,T,160,0,120,40,0
N_2,20230731,20191003,2019,PIURA,HUANCABAMBA,CANCHAQUE,200302,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20191002,20191004,20191111,18,T,259.98,0,180,80,0
N_3,20230731,20220607,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20220620,20220624,20220704,18,T,500,0,250,200,50
N_4,20230731,20220607,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20220627,20220629,20220704,18,T,300,0,150,100,50
N_5,20230731,20220711,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20220705,20220708,20220809,18,T,400,0,200,200,0
N_6,20230731,20220715,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20220714,20220716,20220908,18,T,300,0,150,100,0
N_7,20230731,20230516,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20230515,20230519,20230601,15,T,500,0,250,250,0
N_8,20230731,20230516,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20230522,20230523,20230601,15,T,200,0,100,100,0
N_9,20230731,20230525,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20230524,20230526,20230714,15,T,300,0,0,0,0
N_10,20230731,20230717,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20230703,20230707,20230811,15,T,500,0,250,250,0
N_11,20230731,20230717,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20230710,20230714,20230810,15,T,500,0,250,250,0
N_12,20230731,20230717,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0070B25FDFA7633608D95838E2C1EF3C,DIRECCION DE OBRAS,20230717,20230721,20230811,15,T,500,0,250,250,0
N_13,20230731,20220817,2022,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,0x009985B95825B4F44B7C16DE4CA77A73,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20220818,20220826,20220914,0,T,400,0,200,100,0
N_14,20230731,20220817,2022,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,0x009985B95825B4F44B7C16DE4CA77A73,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20220818,20220826,20220914,0,T,400,0,200,100,0
N_15,20230731,20190715,2019,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,200303,0x009985B95825B4F44B7C16DE4CA77A73,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20190713,20190715,20190816,0,T,300,0,150,100,0
N_16,20230731,20221021,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x01049CA8EE1AEF925E3B204E6A648E5F,DIRECCION REGIONAL DE ENERGIA Y MINAS,20221026,20221028,20221109,13,T,448,0,148,300,0
N_17,20230731,20221205,2022,LIMA,LIMA,LIMA,150101,0x01049CA8EE1AEF925E3B204E6A648E5F,DIRECCION REGIONAL DE ENERGIA Y MINAS,20221205,20221206,20221222,13,T,640,0,306.7,160,173.3
N_18,20230731,20190412,2019,LIMA,LIMA,LIMA,150101,0x034AFD39CAD54E576EBFB1EF9CB5943E,SUB GERENCIA REGIONAL DE PLANEAMIENTO  PROGRAMACION E INVERSION,20190421,20190422,20190503,0,T,320,300,104,120,96
N_19,20230731,20221012,2022,LIMA,LIMA,LIMA,150101,0x04739D21B7EFE7669C9977B818F73F7B,DIRECCION GENERAL DE CONSTRUCCION,20221025,20221031,20221103,18,T,1613.33,600,438,700,475.33
N_20,20230731,20190412,2019,LIMA,LIMA,LIMA,150101,0x04909B4CA49DA36CA724758261141503,GERENCIA REGIONAL DE RECURSOS NATURALES Y GESTION DEL MEDIO AMBIENTE,20190421,20190422,20190503,0,T,320,300,104,120,96
N_21,20230731,20190219,2019,LIMA,LIMA,LIMA,150101,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE CONTABILIDAD,20190220,20190222,20190227,0,T,640,300,248,200,192
N_22,20230731,20191114,2019,PIURA,HUANCABAMBA,HUARMACA,200304,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE CONTABILIDAD,20191121,20191122,20191127,9,T,200,0,120,40,0
N_23,20230731,20191202,2019,LIMA,LIMA,LIMA,150101,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE CONTABILIDAD,20191204,20191206,20191212,0,T,640,300,248,200,192
N_24,20230731,20221011,2022,LIMA,LIMA,LIMA,150101,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20221012,20221015,20221020,0,T,960,300,482.25,200,288
N_25,20230731,20221207,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20221212,20221214,20221228,0,T,360,80,150,150,140
N_26,20230731,20230321,2023,LIMA,LIMA,LIMA,150101,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20230323,20230325,20230327,0,A,640,1170,195,252.8,192
N_27,20230731,20200214,2020,LIMA,LIMA,LIMA,150101,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20200220,20200222,20200228,0,A,640,980.41,300,150,190
N_28,20230731,20201202,2020,PIURA,HUANCABAMBA,HUARMACA,200304,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20201203,20201204,20201218,0,T,160,0,120,40,0
N_29,20230731,20211111,2021,PIURA,HUANCABAMBA,SONDORILLO,200308,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20211123,20211126,20211206,0,T,480,140,220,160,100
N_30,20230731,20211111,2021,PIURA,AYABACA,JILILI,200203,0x062CB755F7A1EF80218E4B6DA32EE824,OFICINA DE TESORERIA,20211123,20211126,20211206,0,T,480,140,220,160,100
N_31,20230731,20220331,2022,CAJAMARCA,CAJAMARCA,CAJAMARCA,60101,0x064DD957F31336897C62B4771A427C0B,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20220411,20220413,20220506,0,T,640,160,208,240,192
N_32,20230731,20220909,2022,LIMA,LIMA,LIMA,150101,0x064DD957F31336897C62B4771A427C0B,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20220911,20220914,20221220,0,T,1000,300,312,240,538
N_33,20230731,20230512,2023,ANCASH,SANTA,CHIMBOTE,21801,0x064DD957F31336897C62B4771A427C0B,DIRECCION REGIONAL DE VIVIENDA CONSTRUCCION Y SANEAMIENTO,20230521,20230522,20230607,0,T,373.33,200,139,120,111.99
N_34,20230731,20190222,2019,LIMA,LIMA,LIMA,150101,0x067ABA3553E70D86D5F5AE62FC353CF7,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,20190213,20190215,20190304,0,A,666.67,1669,141.6,150.33,192
N_35,20230731,20190222,2019,LIMA,LIMA,LIMA,150101,0x067ABA3553E70D86D5F5AE62FC353CF7,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,20190220,20190222,20190306,0,A,680,1034,34,479.8,170
N_36,20230731,20190405,2019,LIMA,LIMA,LIMA,150101,0x067ABA3553E70D86D5F5AE62FC353CF7,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,20190403,20190404,20190430,0,A,333.33,881,156,190,96
N_37,20230731,20190315,2019,LIMA,LIMA,LIMA,150101,0x067ABA3553E70D86D5F5AE62FC353CF7,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,20190314,20190315,20190315,0,A,346.67,829,49,100,96
N_38,20230731,20190507,2019,LIMA,LIMA,LIMA,150101,0x067ABA3553E70D86D5F5AE62FC353CF7,OFICINA DE COMUNICACIONES E IMAGEN INSTITUCIONAL,20190502,20190503,20190522,0,A,320,731.39,0,239.9,96
N_39,20230731,20230606,2023,LIMA,LIMA,LIMA,150101,0x0734E6EB1B16750A72E34BEDD8C0AA5F,INSTITUTO REGIONAL DE CIENCIA   TECONOLOGIA E INNOVACION,20230611,20230615,20230621,0,A,1320,900,363,480,396
N_40,20230731,20220616,2022,LIMA,LIMA,LIMA,150101,0x0734E6EB1B16750A72E34BEDD8C0AA5F,INSTITUTO REGIONAL DE CIENCIA   TECONOLOGIA E INNOVACION,20220621,20220624,20220705,0,A,960,1100,231.9,280,288
N_41,20230731,20220524,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x0734E6EB1B16750A72E34BEDD8C0AA5F,INSTITUTO REGIONAL DE CIENCIA   TECONOLOGIA E INNOVACION,20220531,20220602,20220614,0,T,640,100,208,240,192
N_42,20230731,20220321,2022,AREQUIPA,AREQUIPA,AREQUIPA,40101,0x0734E6EB1B16750A72E34BEDD8C0AA5F,INSTITUTO REGIONAL DE CIENCIA   TECONOLOGIA E INNOVACION,20220322,20220325,20220408,0,A,1280,2300,437,480,384
N_43,20230731,20220909,2022,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x07649B26F0B223075FA55DB7DA35632D,ARCHIVO REGIONAL,20220921,20220924,20220928,0,T,960,120,390.5,300,288
N_44,20230731,20230515,2023,LIMA,LIMA,LIMA,150101,0x07649B26F0B223075FA55DB7DA35632D,ARCHIVO REGIONAL,20230517,20230520,20230522,0,T,960,320,324,360,288
N_45,20230731,20190610,2019,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x07649B26F0B223075FA55DB7DA35632D,ARCHIVO REGIONAL,20190626,20190628,20190709,0,T,640,100,142.8,310,192
N_46,20230731,20230309,2023,LIMA,LIMA,LIMA,150101,0x08A6B719B59AA5DB6FFDAAC799965BE9,DIRECCION GENERAL DE CONSTRUCCION,20230309,20230311,20230427,15,A,640,1555,308,240,92
N_47,20230731,20190220,2019,LIMA,LIMA,LIMA,150101,0x09AA669E2EE85EE64391B8728977668D,OFICINA DE TESORERIA,20190221,20190223,20190304,0,T,640,300,530,90,96
N_48,20230731,20191217,2019,ANCASH,SANTA,CHIMBOTE,21801,0x09AA669E2EE85EE64391B8728977668D,OFICINA DE TESORERIA,20191208,20191210,20191227,0,T,640,100,373,70,192
N_49,20230731,20220620,2022,LIMA,LIMA,LIMA,150101,0x0AF53D69D146577F46E5A035403EC9FD,UNIDAD FORMULADORA,20220621,20220624,20220630,18,A,960,1200,335.6,250,288
N_50,20230731,20220321,2022,AREQUIPA,AREQUIPA,AREQUIPA,40101,0x0AF53D69D146577F46E5A035403EC9FD,UNIDAD FORMULADORA,20220322,20220326,20220401,18,A,1280,2300,590.6,480,288
N_51,20230731,20230621,2023,ICA,ICA,ICA,110101,0x0B8A80315964839DC2AB651B0AF77A37,SUB GERENCIA REGIONAL DE DESARROLLO SOCIAL,20230626,20230629,20230814,0,T,960,400,448.9,260,288
N_52,20230731,20190815,2019,LIMA,LIMA,LIMA,150101,0x0B8A80315964839DC2AB651B0AF77A37,OFICINA DE ABASTECIMIENTOS  SERVICIOS AUXILIARES Y CONTROL PATRIMONIAL,20190813,20190816,20190917,9,T,986.67,300,297,375,288
N_53,20230731,20190218,2019,LIMA,LIMA,LIMA,150101,0x0B8A80315964839DC2AB651B0AF77A37,OFICINA DE ABASTECIMIENTOS  SERVICIOS AUXILIARES Y CONTROL PATRIMONIAL,20190221,20190223,20190308,0,T,640,300,174,250,192
N_54,20230731,20190917,2019,LIMA,LIMA,SAN ISIDRO,150131,0x0D90A022D8633D6EAECF5F6BF72637AF,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20190919,20190921,20191023,0,T,640,260,0,0,0
N_55,20230731,20190916,2019,TUMBES,TUMBES,TUMBES,240101,0x0D90A022D8633D6EAECF5F6BF72637AF,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20190912,20190913,20191023,0,T,320,60,75,180,96
N_56,20230731,20191025,2019,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x0D90A022D8633D6EAECF5F6BF72637AF,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20191027,20191028,20191113,9,T,320,120,105.9,120,96
N_57,20230731,20221012,2022,LIMA,LIMA,LIMA,150101,0x0DA5929FAA1E1102D7732EBD8F9F37A5,DIRECCION DE OBRAS,20221025,20221031,20221103,18,T,1613.33,600,546,599,468.33
N_58,20230731,20230215,2023,PIURA,HUANCABAMBA,SONDORILLO,200308,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230302,20230303,20230308,0,T,200,0,100,100,0
N_59,20230731,20230726,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230703,20230707,20230816,15,T,500,0,250,250,0
N_60,20230731,20230726,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230710,20230714,20230817,15,T,500,0,250,250,0
N_61,20230731,20230726,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230717,20230721,20230817,15,T,500,0,250,250,0
N_62,20230731,20230516,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230515,20230519,20230531,15,T,500,0,250,250,0
N_63,20230731,20230516,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230522,20230523,20230531,15,T,200,0,100,100,0
N_64,20230731,20230525,2023,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20230524,20230526,20230714,15,T,300,0,0,0,0
N_65,20230731,20220620,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20220627,20220629,20220711,18,T,300,0,150,100,0
N_66,20230731,20220620,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20220620,20220624,20220711,18,T,500,0,250,200,0
N_67,20230731,20220711,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20220705,20220708,20220727,18,T,400,0,200,200,0
N_68,20230731,20220720,2022,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20220714,20220716,20220811,18,T,300,0,150,100,0
N_69,20230731,20191206,2019,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20191212,20191213,20191220,18,T,160,0,120,40,0
N_70,20230731,20190925,2019,PIURA,AYABACA,AYABACA,200201,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20190926,20190927,20191014,18,T,160,0,120,40,0
N_71,20230731,20190821,2019,PIURA,HUANCABAMBA,HUARMACA,200304,0x0E23615BDE9D53703A21A10A33CE4E4A,GERENCIA REGIONAL DE INFRAESTRUCTURA,20190822,20190823,20190916,18,T,160,0,120,40,0
N_72,20230731,20190716,2019,LIMA,LIMA,LIMA,150101,0x0E32294BB480845B988C2251F994FFC7,DIRECCION REGIONAL DE ENERGIA Y MINAS,20190717,20190719,20190819,13,T,960,300,250.9,420,275.1
N_73,20230731,20190118,2019,LIMA,LIMA,LIMA,150101,0x0E32294BB480845B988C2251F994FFC7,DIRECCION REGIONAL DE ENERGIA Y MINAS,20190120,20190123,20190204,0,T,960,300,278,420,262
N_74,20230731,20230512,2023,LIMA,LIMA,LIMA,150101,0x0E32294BB480845B988C2251F994FFC7,DIRECCION REGIONAL DE ENERGIA Y MINAS,20230523,20230526,20230609,0,T,1280,320,520,480,280
N_75,20230731,20221114,2022,LIMA,LIMA,LIMA,150101,0x0E32294BB480845B988C2251F994FFC7,DIRECCION REGIONAL DE ENERGIA Y MINAS,20221127,20221130,20221213,0,T,960,300,311.9,480,168.1
N_76,20230731,20221003,2022,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20221016,20221021,20221028,0,A,12571.2,14319.67,461.65,721.26,747.19
N_77,20230731,20221003,2022,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20221015,20221022,20221028,0,A,640,0,160,0,192
N_78,20230731,20221003,2022,PIURA,PIURA,PIURA,200101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20221015,20221022,20221028,0,A,640,0,160,0,192
N_79,20230731,20221123,2022,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,170101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20221123,20221126,20221220,0,A,960,1950,519.5,390,288
N_80,20230731,20220720,2022,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20220711,20220713,20220810,0,A,640,1250,259.7,0,192
N_81,20230731,20220616,2022,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20220615,20220616,20220630,0,A,640,1400,200.5,130,192
N_82,20230731,20190305,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20190305,20190306,20190325,0,A,640,859,174,240,192
N_83,20230731,20190326,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20190326,20190328,20190408,0,A,640,750,234,159,192
N_84,20230731,20190701,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20190612,20190613,20190715,0,A,640,700,151,250,192
N_85,20230731,20190426,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20190428,20190430,20190513,0,A,640,600,355.1,0,192
N_86,20230731,20190715,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20190718,20190720,20190807,0,A,640,760,0,0,0
N_87,20230731,20190826,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20190822,20190824,20191125,9,A,640,792.48,244.7,0,192
N_88,20230731,20191204,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20191128,20191201,20191218,0,A,960,1100,168.8,429.9,288
N_89,20230731,20191219,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20191119,20191121,20200103,9,A,640,921.98,301.2,0,192
N_90,20230731,20191127,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20191114,20191116,20191206,9,A,640,1100,354.4,0,192
N_91,20230731,20191017,2019,LIMA,LIMA,LIMA,150101,0x0E6606090740001337C4A7E60DD4FB6F,SECRETARIA DE CONSEJO REGIONAL,20191017,20191019,20191125,9,A,640,1056.87,285,0,96
N_92,20230731,20221104,2022,LIMA,LIMA,LIMA,150101,0x0EC1F1E5B2059EB2ACF712A56793D683,SECRETARIA DE CONSEJO REGIONAL,20221104,20221106,20221129,0,A,960,2000,319.4,360,288
N_93,20230731,20191119,2019,PIURA,MORROPON,CHALACO,200403,0x0F430D7A196712AB0DC1384386DBC1D3,CENTRO DE SERVICIO DE EQUIPO MECANIZADO,20191121,20191122,20191224,9,T,160,0,120,40,0
N_94,20230731,20190430,2019,PIURA,AYABACA,AYABACA,200201,0x0F9928C0DE012F82FD0D69BD49D53626,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDS,20190429,20190430,20190520,0,T,160,0,120,40,0
N_95,20230731,20190621,2019,PIURA,AYABACA,AYABACA,200201,0x0F9928C0DE012F82FD0D69BD49D53626,SUB GERENCIA REGIONAL DE NORMAS Y SUPERVISION - GRDS,20190627,20190628,20190719,18,T,160,0,120,40,0
N_96,20230731,20221207,2022,PIURA,TALARA,MANCORA,200706,0x1051FE9FFCE581B9F691FCA66D7AC324,OFICINA DE ABASTECIMIENTOS  SERVICIOS AUXILIARES Y CONTROL PATRIMONIAL,20221208,20221210,20221221,0,T,360,60,150,150,60
N_97,20230731,20220922,2022,PIURA,HUANCABAMBA,HUARMACA,200304,0x10797226ED090181DDA49C904DAF35DD,ALDEA SAN MIGUEL PIURA,20220919,20220920,20221014,0,T,200,0,100,100,0
N_98,20230731,20190326,2019,LIMA,LIMA,LIMA,150101,0x117EAD4E692DC21075F1FC181767995C,UNIDAD FORMULADORA,20190325,20190327,20190422,18,T,640,300,160,300,192
N_99,20230731,20191121,2019,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,0x118790FA03BD8A30D4F83FFE47684B70,OFICINA REGIONAL DE CONTROL INSTITUCIONAL,20191124,20191129,20191206,9,T,1600,250,560,560,480
N_100,20230731,20190412,2019,LIMA,LIMA,LIMA,150101,0x125E39953DAB8172C42F3F32BFC3F6E1,SECRETARIO GENERAL DE LA PRESIDENCIA REGIONAL,20190421,20190422,20190506,0,T,320,300,104,120,96
N_101,20230731,20230310,2023,LIMA,LIMA,LIMA,150101,0x1334D74A2F40A8028C002649038F5BBF,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20230309,20230311,20230504,0,A,640,1555,245.3,240,192
N_102,20230731,20230718,2023,LIMA,LIMA,LIMA,150101,0x1334D74A2F40A8028C002649038F5BBF,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20230714,20230715,20230815,0,A,333.33,1128,155.4,170,100
N_103,20230731,20230622,2023,LIMA,LIMA,LIMA,150101,0x1334D74A2F40A8028C002649038F5BBF,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20230621,20230623,20230717,0,A,640,1750,144.3,180,120
N_104,20230731,20200218,2020,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20200213,20200214,20200225,18,A,320,1409.18,82.5,150,96
N_105,20230731,20190326,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190323,20190328,20190401,18,A,1920,757,524.3,825,576
N_106,20230731,20190305,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190304,20190305,20190311,18,A,640,918,158.8,300,192
N_107,20230731,20190206,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190205,20190206,20190208,18,A,640,980,291.9,225,192
N_108,20230731,20190704,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190703,20190704,20190712,18,A,640,800,235.8,225,192
N_109,20230731,20191129,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20191126,20191127,20191204,18,A,320,997.83,73.5,150,96
N_110,20230731,20220919,2022,LIMA,LIMA,LIMA,150101,0x164968BED022CD4FC4B714A854ECCAD5,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20220921,20220923,20221020,0,A,960,1300,401.5,240,288
N_111,20230731,20230707,2023,LIMA,LIMA,SAN BORJA,150130,0x164968BED022CD4FC4B714A854ECCAD5,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20230705,20230707,20230817,0,T,960,300,255.4,200,288
N_112,20230731,20230413,2023,ANCASH,SANTA,CHIMBOTE,21801,0x164968BED022CD4FC4B714A854ECCAD5,DIRECCION REGIONAL DE LA PRODUCCION PIURA,20230413,20230414,20230627,0,T,640,160,245,0,96
N_113,20230731,20190222,2019,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,0x17784EBB778D3613C79E0BA766C69A63,SUB GERENCIA REGIONAL DE GESTION AMBIENTAL,20190226,20190228,20190307,0,T,960,0,125,300,288
N_114,20230731,20220909,2022,LIMA,LIMA,SANTIAGO DE SURCO,150140,0x1852A0049D56AA1D54F6179325C49958,DIRECCION REGIONAL DE COMERCIO EXTERIOR Y TURISMO,20220919,20220922,20220929,0,T,960,300,336,270,288
N_115,20230731,20200221,2020,PIURA,HUANCABAMBA,SONDORILLO,200308,0x1899F1E8FC22A6D84F71DCFFF7E4279D,LABORATORIO DE SUELOS,20200226,20200227,20200305,18,T,160,0,120,40,0
N_116,20230731,20221129,2022,PIURA,AYABACA,AYABACA,200201,0x1899F1E8FC22A6D84F71DCFFF7E4279D,LABORATORIO DE SUELOS,20221205,20221207,20221216,18,T,300,0,150,100,0
N_117,20230731,20220307,2022,LIMA,LIMA,LIMA,150101,0x189B0A994CDA10D164459AB77780E37B,PROGRAMA DE APOYO SOCIAL,20220310,20220312,20220318,0,A,640,1080,129,300,192
N_118,20230731,20191121,2019,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,0x18D3D5D5C491E4EA6AD461D057C76A9B,OFICINA DE TECNOLOGIAS DE LA INFORMACION,20191124,20191129,20191206,9,T,1600,250,560,560,480
N_119,20230731,20191125,2019,PIURA,HUANCABAMBA,HUANCABAMBA,200301,0x19F8756CF1BA136C589920B05EC9A95D,GERENCIA REGIONAL DE DESAROLLO ECONOMICO,20191119,20191121,20191230,9,T,300,0,125,80,0
N_120,20230731,20190620,2019,LIMA,LIMA,LIMA,150101,0x1A3CBB8A28A4963E2247D9EBF8B8ED9E,ALDEA SAN MIGUEL PIURA,20190621,20190624,20190718,0,T,1280,0,0,448,192
N_121,20230731,20190619,2019,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,0x1B2CD28A16AF842BC48763D6D6A72C39,DIRECCION REGIONAL DE TRABAJO PIURA,20190626,20190628,20190708,0,T,640,100,275.61,190,174
