N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO_PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO
N1231;PE;11476;PNSU;279597;2193520;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE PARA LOS CC.PP HUARANGO MOCHO,SAN CAROS,CRISTO REY,SANTA VICENTA,VIRGEN DE CHAPI,LA 75,LA CAMPIÑA,NUEVA SANTA LUCIA,PARAJE,SANTA JULIA,LOS LOPEZ, LA CASTELLANA Y LOS CASTILLOS, DISTRITO DE SANTIAGO - ICA - ICA;MUNICIPALIDAD DISTRITAL DE SANTIAGO;ICA;ICA;SANTIAGO;2347;6542767.95;Transferencia;Indirecta;OBRA;Concluido
N1232;PE;11476;PNSU;2971;2030585;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO EN EL CC. PP. SANTA ROSA;GOBIERNO REGIONAL ICA;ICA;CHINCHA;CHINCHA BAJA;1404;657413;Transferencia;Indirecta;OBRA;Concluido
N1233;PE;11476;PNSU;3066;2046317;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE LA OROYA;GOBIERNO REGIONAL JUNIN;JUNIN;YAULI;LA OROYA;27816;83848582.75;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1234;PE;11476;PNSU;2397027;2397027;"MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL DE LOS JIRONES AREQUIPA CUADRAS 4, 5, 6, 7, 8; JIRÓN DOS DE MAYO CUADRAS 4, 5, 6, 7, 8; JIRÓN FRANCISCO BOLOGNESI CUADRAS 2, 3, 4, 5; JIRÓN LAS MERCEDES CUADRA 3; JIRÓN SUCRE CUADRAS 1 Y 2; JIRÓN JOSÉ OLAYA CUADRAS 1 Y 2; JIRÓN PROGRESO CUADRA 2 Y PASAJE JUAN DEL ÁGUILA CUADRA 1, CENTRO POBLADO DE JUAN GUERRA - DISTRITO DE JUAN GUERRA - PROVINCIA DE SAN MARTIN - REGIÓN SAN MARTIN";MUNICIPALIDAD DISTRITAL DE JUAN GUERRA;SAN MARTIN;SAN MARTIN;JUAN GUERRA;3618;5032115.06;Transferencia;Indirecta;OBRA;Concluido
N1235;PE;11476;PNSU;24750;2032127;AMPLIACION DE SISTEMA DE AGUA POTABLE PARA LOS AA.HH. CASTRO POZO II Y LOS CLAVELES;MUNICIPALIDAD PROVINCIAL DE TALARA;PIURA;TALARA;PARIÑAS;350;59548;Transferencia;Indirecta;OBRA;Concluido
N1236;PE;11476;PNSU;46332;2051163;CONSTRUCCION SISTEMA INTEGRAL DE AGUA POTABLE Y ALCANTARILLADO DE PITIPO CERCADO Y OTRAS LOCALIDADES CACHINCHE, EL ALGARROBITO, LA U , LA LIBERTAD, DISTRITO DE PITIPO - FERRENAFE - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PITIPO;LAMBAYEQUE;FERREÑAFE;PITIPO;8500;12166151;Transferencia;Indirecta;OBRA;En Ejecución
N1237;PE;11476;PNSU;34720;2030724;CONSTRUCCION DE UN RESERVORIO ELEVADA EN LA MARGEN IZQUIERDA DEL RIO ICA;EMAPICA;ICA;ICA;PARCONA;22245;1747374;Transferencia;Indirecta;OBRA;Concluido
N1238;PE;11476;PNSU;285687;2192905;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA Y DESAGÜE DE LA CIUDAD DE MANCOS, DISTRITO DE MANCOS - YUNGAY - ANCASH;MUNICIPALIDAD DISTRITAL DE MANCOS;ANCASH;YUNGAY;MANCOS;47927;8927754.19;Transferencia;Indirecta;OBRA;Concluido
N1239;PE;11476;PNSU;113575;2109704;MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO Y CONEXIONES DOMICILIARIAS DE LOS P.J. 9 DE OCTUBRE Y ELÍAS AGUIRRE - CHICLAYO.;MUNICIPALIDAD PROVINCIAL DE CHICLAYO;LAMBAYEQUE;CHICLAYO;CHICLAYO;14536;17405139.62;Transferencia;Indirecta;OBRA;Concluido
N1240;PE;11476;PNSU;50326;2054460;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA E INSTALACION DEL SISTEMA DE DESAGUE EN EL CENTRO POBLADO DE UCHUMARCA, DISTRITO DE YANAHUANCA, PROVINCIA DANIEL ALCIDES CARRION - PASCO;MUNICIPALIDAD PROVINCIAL DE DANIEL CARRION;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;705;996405;Transferencia;Indirecta;OBRA;Concluido
N1241;PE;11476;PNSU;49621;2064374;CONSTRUCCION SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS SERVIDAS CASHAC, QUINJALCA, DISTRITO DE QUINJALCA - CHACHAPOYAS - AMAZONAS;MUNICIPALIDAD DISTRITAL DE DE QUINJALCA;AMAZONAS;CHACHAPOYAS;QUINJALCA;1192;230756;Transferencia;Directa;OBRA;Concluido
N1242;PE;11476;PNSU;365164;2328829;MEJORAMIENTO DE LAS REDES DE AGUA POTABLE  Y ALCANTARILLADO CON CONEXIONES DOMICILIARIAS EN LAS CALLES, EL PADRE, PSJ UBALDO NIÑO, LOS ROSALES, FERREÑAFE, PATAPO, VIRGEN DE GUADALUPE, CAYALTI, CAJAMARCA, JC MARIATEGUI, LOS DELFINES Y CALLE S/N DE LA CIUDAD DE PIC, DISTRITO DE PICSI - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PICSI;LAMBAYEQUE;CHICLAYO;PICSI;1296;1419102.1;Transferencia;Indirecta;OBRA;Concluido
N1243;PE;11476;PNSU;26640;2030107;MEJORAMIENTO E INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PARA LA CAPITAL DE DISTRITO COLONIA - PAMPAS;GOBIERNO REGIONAL LIMA;LIMA;YAUYOS;COLONIA;1578;1257462.65;Transferencia;Indirecta;OBRA;Concluido
N1244;PE;11476;PNSU;45349;2046787;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE EN PUEBLO JOVEN LAS DELICIAS, DISTRITO DE NUEVO CHIMBOTE - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE;ANCASH;SANTA;NUEVO CHIMBOTE;5472;1367505.93;Transferencia;Directa;OBRA;Concluido
N1245;PE;11476;PNSU;333491;2292075;AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE, ALCANTARILLADO Y SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA LOCALIDAD DE MORCOLLA CAPITAL DEL, DISTRITO DE MORCOLLA - SUCRE - AYACUCHO;MUNICIPALIDAD DISTRITAL DE MORCOLLA;AYACUCHO;SUCRE;MORCOLLA;2128;3017691.62;Transferencia;Indirecta;OBRA;Concluido
N1246;PE;11476;PNSU;55889;2054469;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE LUYA, DISTRITO DE LUYA - LUYA - AMAZONAS;MUNICIPALIDAD DISTRITAL DE LUYA;AMAZONAS;LUYA;LUYA;4902;8837326.81;Transferencia;Indirecta;OBRA;Concluido
N1247;PE;11476;PNSU;106454;2126657;MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO DEL PUEBLO JOVEN EL BOSQUE , DISTRITO DE LA VICTORIA - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE LA VICTORIA;LAMBAYEQUE;CHICLAYO;LA VICTORIA;4440;3908339.44;Transferencia;Indirecta;OBRA;Concluido
N1248;PE;11476;PNSU;102449;2091573;CONSTRUCCION Y MEJORAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE MAMAC DISTRITO DE MARISCAL CASTILLA, PROVINCIA DE CONCEPCION - JUNIN;MUNICIPALIDAD DISTRITAL DE MARISCAL CASTILLA;JUNIN;CONCEPCION;MARISCAL CASTILLA;600;521306.31;Transferencia;Indirecta;OBRA;Concluido
N1249;PE;11476;PNSU;38127;2054320;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LOS ANEXOS DE SAÑOS CHICO Y LA ESPERANZA, DISTRITO DE EL TAMBO - HUANCAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE EL TAMBO;JUNIN;HUANCAYO;EL TAMBO;11895;2220430;Transferencia;Indirecta;OBRA;Concluido
N1250;PE;11476;PNSU;81636;2078788;AMPLIACION DE LA RED DE ALCANTARILLADO DEL BARRIO DE SAN BARTOLOME, PARTE ALTA DE LA LOCALIDAD DE TARMA TARMA, PROVINCIA DE TARMA - JUNIN;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO SIERRA CENTRAL S.R.L.;JUNIN;TARMA;TARMA;440;275379.75;Transferencia;Indirecta;OBRA;Concluido
N1251;PE;11476;PNSU;78703;2072004;INSTALACION DEL SISTEMA DE AGUA POTABLE Y LETRINAS, DE LA LOCALIDAD DE TIMPIÑARI, MARANKIARI-DISTRITO DE SATIPO, PROVINCIA DE SATIPO - JUNIN;MUNICIPALIDAD PROVINCIAL DE SATIPO;JUNIN;SATIPO;SATIPO;45;57787;Transferencia;Directa;OBRA;Concluido
N1252;PE;11476;PNSU;8735;2030739;INSTALACION DE SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EL CARMELO;GOBIERNO REGIONAL LA LIBERTAD;LA LIBERTAD;VIRU;VIRU;1700;2524573.58;Transferencia;Indirecta;OBRA;Concluido
N1253;PE;11476;PNSU;265947;2198777;MEJORAMIENTO DEL SISTEMA DE DRENAJE PLUVIAL EN LA ZONA PERI-URBANA, DISTRITO DE CALLERIA, PROVINCIA DE CORONEL PORTILLO - UCAYALI;MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO;UCAYALI;CORONEL PORTILLO;CALLERIA;13062;3431421.27;Transferencia;Indirecta;OBRA;Concluido
N1254;PE;11476;PNSU;95632;2077761;AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LA CIUDAD DE AUCAYACU. , PROVINCIA DE LEONCIO PRADO - HUANUCO;MUNICIPALIDAD DISTRITAL DE JOSE CRESPO Y CASTILLO;HUANUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;3592;5789171.33;Transferencia;Indirecta;OBRA;Paralizada
N1255;PE;11476;PNSU;296861;2400725;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES DEL SECTOR NOROESTE DE PIURA, EN EL DISTRITO,PROVINCIA Y DEPARTAMENTO DE PIURA;EPS GRAU;PIURA;PIURA;PIURA;66607;77024543;Transferencia;Indirecta;PREINVERSION;Concluido
N1256;PE;11476;PNSU;243629;2190770;MEJORAMIENTO DEL SERVICIO DE ALMACENAMIENTO Y REGULACIÓN DE AGUA POTABLE PARA VILLA LOCUMBA, ALTO LOCUMBA Y PIÑAPA, DISTRITO DE LOCUMBA, PROVINCIA DE JORGE BASADRE - TACNA;MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE;TACNA;JORGE BASADRE;LOCUMBA;3571;4169459.65;Transferencia;Indirecta;OBRA;Paralizada
N1257;PE;11476;PNSU;326140;2284442;AMPLIACION DEL SERVICIO DE ALCANTARILLADO DEL CASERIO DE CASHAPAMPA, DISTRITO, PROVINCIA DE CAJABAMBA - CAJAMARCA;MUNICIPALIDAD PROVINCIAL DE CAJABAMBA;CAJAMARCA;CAJABAMBA;CAJABAMBA;1646;1858587.94;Transferencia;Indirecta;OBRA;Concluido
N1258;PE;11476;PNSU;28138;2031090;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL ESQUEMA MI PERU Y ANEXOS DEL DISTRITO DE VENTANILLA;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;CALLAO;CALLAO;VENTANILLA;46558;18180927;Transferencia;Indirecta;OBRA;Concluido
N1259;PE;11476;PNSU;283709;2241980;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE EN EL, DISTRITO DE TATE - ICA - ICA;MUNICIPALIDAD DISTRITAL DE TATE;ICA;ICA;TATE;8266;5017293.86;Transferencia;Indirecta;OBRA;Concluido
N1260;PE;11476;PNSU;149742;2118357;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL AA. HH. NUEVA ESPERANZA, DISTRITO DE SAN JOSE - PACASMAYO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE SAN JOSE;LA LIBERTAD;PACASMAYO;SAN JOSE;228;1635000;Transferencia;Indirecta;OBRA;Concluido
N1261;PE;11476;PNSU;169002;2225290;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL CASERIO CARRASQUILLO - DISTRITO DE BUENOS AIRES, PROVINCIA DE MORROPON - PIURA;MUNICIPALIDAD PROVINCIAL DE MORROPON - CHULUCANAS;PIURA;MORROPON;BUENOS AIRES;2398;14400123.76;Transferencia;Indirecta;OBRA;Actos Previos
N1262;PE;11476;PNSU;174648;2136129;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA Y DESAGÜE DE LA CIUDAD DE JESUS, DISTRITO DE JESUS, PROVINCIA DE LAURICOCHA - HUANUCO;MUNICIPALIDAD PROVINCIAL DE LAURICOCHA;HUANUCO;LAURICOCHA;JESUS;2016;5683226.95;Transferencia;Indirecta;OBRA;Concluido
N1263;PE;11476;PNSU;355776;2318784;AMPLIACION Y MEJORAMIENTO DE SISTEMAS DE AGUA POTABLE, ALCANTARILLADO Y CONSTRUCCIÓN DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE LA LOCALIDAD NAVARRA, DISTRITO DE HUANCABAMBA - OXAPAMPA - PASCO;MUNICIPALIDAD DISTRITAL DE HUANCABAMBA;PASCO;OXAPAMPA;HUANCABAMBA;641;4213057.42;Transferencia;Indirecta;OBRA;Concluido
N1264;PE;11476;PNSU;78012;2108163;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE SAPALACHE, DISTRITO DE CARMEN DE LA FRONTERA, PROVINCIA DE HUANCABAMBA;MUNICIPALIDAD DISTRITAL CARMEN DE LA FRONTERA;PIURA;HUANCABAMBA;EL CARMEN DE LA FRONTERA;719;2002756.26;Transferencia;Indirecta;OBRA;Concluido
N1265;PE;11476;PNSU;37168;2087374;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO SAN JUAN DE MILPO - DISTRITO SAN FRANCISCO DE YARUSYACAN;GOBIERNO REGIONAL PASCO;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUS;1585;4084708.73;Transferencia;Otra Modalidad;OBRA;Concluido
N1266;PE;11476;PNSU;329275;2287456;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL BARRIO RESIDENCIAL PEÑA DORADA Y EL BARRIO MAGISTERIAL ZONA ESTE DEL DISTRITO DE AZÁNGARO, PROVINCIA DE AZANGARO - PUNO;MUNICIPALIDAD PROVINCIAL DE AZANGARO;PUNO;AZANGARO;AZANGARO;1945;3756433.6;Transferencia;Indirecta;OBRA;Concluido
N1267;PE;11476;PNSU;57833;2051377;CONSTRUCCION Y MEJORAMIENTO DEL SISTEMA DE RED DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CHUGAY , DISTRITO DE CHUGAY - SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CHUGAY;LA LIBERTAD;SANCHEZ CARRION;CHUGAY;25000;17742361.85;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1268;PE;11476;PNSU;52104;2052117;INSTALACION DE SISTEMA DE ALCANTARILLADO DEL DISTRITO DE APONGO, PROVINCIA DE VICTOR FAJARDO - AYACUCHO;MUNICIPALIDAD DISTRITAL DE APONGO;AYACUCHO;VICTOR FAJARDO;APONGO;410;648012;Transferencia;Directa;OBRA;Concluido
N1269;PE;11476;PNSU;72449;2069697;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL C.P. SAN MIGUEL DE ACOS, DISTRITO DE SAN MIGUEL DE ACOS, PROVINCIA DE HUARAL - LIMA;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS;LIMA;HUARAL;SAN MIGUEL DE ACOS;713;1295184;Transferencia;Directa;OBRA;Concluido
N1270;PE;11476;PNSU;749;2018645;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA Y ALCANTARILLADO DE LAS LOCALIDADES DE BECARA Y LETIRA - VICE - SECHURA - PIURA;GOBIERNO REGIONAL PIURA;PIURA;SECHURA;VICE;7608;7030396;Transferencia;Indirecta;OBRA;Concluido
N1271;PE;11476;PNSU;52009;2065118;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO HUAMBACHO LA HUACA, DISTRITO DE SAMANCO - SANTA - ANCASH;MUNICIPALIDAD DISTRITAL DE SAMANCO;ANCASH;SANTA;SAMANCO;1140;1773645;Transferencia;Indirecta;OBRA;Concluido
N1272;PE;11476;PNSU;40681;2044077;INSTALACION DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION PRO VIVIENDA DE INTERES SOCIAL LAS FLORES EN LA MARGEN DERECHA DEL CONO NORTE, PROVINCIA DE AREQUIPA - AREQUIPA;MUNICIPALIDAD PROVINCIAL DE AREQUIPA;AREQUIPA;AREQUIPA;CERRO COLORADO;5652;1320985;Transferencia;Indirecta;OBRA;Concluido
N1273;PE;11476;PNSU;35112;2032822;CONSTRUCCION DE ALCANTARILLADO AA.HH. 3 DE OCTUBRE DEL CASERIO SIMBILA, PROVINCIA DE PIURA - PIURA;MUNICIPALIDAD DISTRITAL DE CATACAOS;PIURA;PIURA;CATACAOS;564;486930;Transferencia;Indirecta;OBRA;Concluido
N1274;PE;11476;PNSU;54521;2054352;MEJORAMIENTO Y AMPLIACIÓN DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE COLPAS, PROVINCIA DE AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE COLPAS;HUANUCO;AMBO;COLPAS;709;367758;Transferencia;Indirecta;OBRA;Concluido
N1275;PE;11476;PNSU;48217;2054373;MEJORAMIENTO Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL CAÑO LAS CARMELITAS EN EL BARRIO LAS AMERICAS DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS - LORETO;MUNICIPALIDAD PROVINCIAL DE ALTO AMAZONAS;LORETO;ALTO AMAZONAS;YURIMAGUAS;2327;1991958;Transferencia;Indirecta;OBRA;Concluido
N1276;PE;11476;PNSU;58994;2107682;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS SERVIDAS EN LA ZONA SUR DEL DISTRITO DE SANTIAGO-ICA;MUNICIPALIDAD DISTRITAL DE SANTIAGO;ICA;ICA;SANTIAGO;11472;16602036.6;Transferencia;Indirecta;OBRA;Concluido
N1277;PE;11476;PNSU;102226;2100632;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO  Y PLANTAS  EN EL DISTRITO DE QUINCHES Y CENTROS POBLADOS - YAUYOS;MUNICIPALIDAD DISTRITAL DE QUINCHES;LIMA;YAUYOS;QUINCHES;250;3688904;Transferencia;Indirecta;PREINVERSION;Concluido
N1278;PE;11476;PNSU;225831;2164060;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL ASENTAMIENTO HUMANO CHICLAYITO, DISTRITO DE CASTILLA - PIURA - PIURA;MUNICIPALIDAD DISTRITAL DE CASTILLA;PIURA;PIURA;CASTILLA;6844;4820042.02;Transferencia;Indirecta;OBRA;Concluido
N1279;PE;11476;PNSU;128300;2127870;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR 02 DE LA CIUDAD DE CHULUCANAS, PROVINCIA DE MORROPON - PIURA;MUNICIPALIDAD PROVINCIAL DE MORROPON;PIURA;MORROPON;MORROPON;1115;1388116.5;Transferencia;Indirecta;OBRA;Concluido
N1280;PE;11476;PNSU;53863;2047385;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE EN LAS LOCALIDADES DE SAN JACINTO, PLATEROS, SANTA ROSA, LA PEÑA Y PECHICHAL DEL DISTRITO SAN JACINTO, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE SAN JACINTO;TUMBES;TUMBES;SAN JACINTO;4175;8303960;Transferencia;Indirecta;OBRA;Concluido
N1281;PE;11476;PNSU;109572;2088571;AMPLIACION REDES AGUA POTABLE Y ALCANTARILLADO SANITARIO NATASHA ALTA-COVICORTI-TRUJILLO;SEDALIB S. A.;LA LIBERTAD;TRUJILLO;TRUJILLO;3009;3473406;Transferencia;Indirecta;OBRA;Concluido
N1282;PE;11476;PNSU;29785;2030773;RENOVACION DE LAS REDES DE ALCANTARILLADO DE LA CALLE RESTAURACION DE LA PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;190;33313;Transferencia;Directa;OBRA;Concluido
N1283;PE;11476;PNSU;45408;2050240;CONSTRUCCION DEL SISTEMA ABASTECIMIENTO DE AGUA POTABLE Y DESAGUE DEL CENTRO POBLADO RUMOCOCHA, DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;LORETO;MAYNAS;SAN JUAN BAUTISTA;2958;2849442.69;Transferencia;Indirecta;OBRA;Concluido
N1284;PE;11476;PNSU;238540;2195001;MEJORAMIENTO DE LOS SISTEMAS DE AGUA PARA CONSUMO HUMANO Y ALCANTARILLADO EN OMATE Y ANEXOS, DISTRITO DE OMATE, PROVINCIA DE GENERAL SANCHEZ CERRO - MOQUEGUA;MUNICIPALIDAD PROVINCIAL DE SANCHEZ CERRO - OMATE;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;4769;32793603.76;Transferencia;Indirecta;OBRA;En Ejecución
N1285;PE;11476;PNSU;141994;2132733;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y DESAGUE EN CIUDAD MAJES MODULOS A, B, C, D, E, F Y G Y VILLA INDUSTRIAL, DISTRITO DE MAJES - CAYLLOMA - AREQUIPA;MUNICIPALIDAD DISTRITAL DE MAJES;AREQUIPA;CAYLLOMA;MAJES;21938;122921306.3;Transferencia;Indirecta;OBRA;En Ejecución
N1286;PE;11476;PNSU;135483;2108379;CONSTRUCCION DE LAGUNA DE OXIDACION, LINEA DE IMPULSION, SISTEMA DE MEDIA TENSION Y EQUIPAMIENTO DE CAMARAS DE BOMBEO DEL CENTRO POBLADO DE PUERTO PIZARRO, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD PROVINCIAL DE TUMBES;TUMBES;TUMBES;TUMBES;3560;3539951;Transferencia;Indirecta;OBRA;Concluido
N1287;PE;11476;PNSU;309101;2248759;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL ASENTAMIENTO HUMANO NUEVO CHAO 2, DISTRITO DE CHAO - VIRU - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CHAO;LA LIBERTAD;VIRU;CHAO;9516;11652251.7;Transferencia;Indirecta;OBRA;Concluido
N1288;PE;11476;PNSU;49890;2051092;CONSTRUCCION SISTEMA DE AGUA POTABLE Y LETRINAS EN EL CENTRO POBLADO DE SORAZA DEL, DISTRITO DE ATUNCOLLA - PUNO - PUNO;MUNICIPALIDAD DISTRITAL DE ATUNCOLLA;PUNO;PUNO;ATUNCOLLA;1492;1208216;Transferencia;Directa;OBRA;Concluido
N1289;PE;11476;PNSU;38017;2041209;PROTECCION DE COLECTOR SAN MIGUEL DE 24 PULGADAS - AV. FELIX JARAMILLO - AA.HH. EL OBRERO - SULLANA - PIURA.;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO GRAU S.A.;PIURA;SULLANA;SULLANA;250000;33266;Transferencia;Directa;OBRA;Concluido
N1290;PE;11476;PNSU;75430;2070789;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE SANEAMIENTO EN LA LOCALIDAD DE PAJARILLO, DISTRITO DE PAJARILLO - MARISCAL CACERES - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE PAJARILLO;SAN MARTIN;MARISCAL CACERES;PAJARILLO;1467;5905959.3;Transferencia;Indirecta;OBRA;Concluido
N1291;PE;11476;PNSU;36927;2111442;CONSTRUCCION SISTEMA INTEGRAL DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE MOTUPILLO MOTUPILLO, DISTRITO DE PITIPO - FERRENAFE - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE PITIPO;LAMBAYEQUE;FERREÑAFE;PITIPO;5000;6901924;Transferencia;Indirecta;OBRA;Concluido
N1292;PE;11476;PNSU;68149;2068180;INSTALACION AGUA POTABLE Y SANEAMIENTO BASICO HUALLHUAYOCC, DISTRITO DE QUINUA - HUAMANGA - AYACUCHO;MUNICIPALIDAD DISTRITAL DE QUINUA;AYACUCHO;HUAMANGA;QUINUA;143;146443;Transferencia;Directa;OBRA;Concluido
N1293;PE;11476;PNSU;91948;2079015;AMPLIACION DEL SISTEMA DE REDES DE AGUA POTABLE Y REDES DE ALCANTARILLADO DEL DISTRITO DE FERREÑAFE, PROVINCIA DE FERRENAFE - LAMBAYEQUE;MUNICIPALIDAD PROVINCIAL DE FERREÑAFE;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;11537;10351869;Transferencia;Indirecta;OBRA;Concluido
N1294;PE;11476;PNSU;364823;2328472;MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE AGUA POTABLE, ALCANTARILLADO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LOS BARRIOS DE SONQO, ACUCHIMAY, YANAMA Y PISQONTO DEL DISTRITO DE SANCOS, PROVINCIA DE HUANCA SANCOS - AYACUCHO;MUNICIPALIDAD PROVINCIAL DE HUANCA SANCOS - SANCOS;AYACUCHO;HUANCA SANCOS;SANCOS;1152;5181347.5;Transferencia;Indirecta;OBRA;En Ejecución
N1295;PE;11476;PNSU;35671;2030584;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN EL ANEXO DE COCHAS CHICO, DISTRITO DE EL TAMBO - HUANCAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE EL TAMBO;JUNIN;HUANCAYO;EL TAMBO;2170;1555748;Transferencia;Indirecta;OBRA;Concluido
